icao,municipality,country,name,lat,lon
AYUT,Bunguwat,PG,Bunguwat Airstrip,-6.00500,146.72050
AYUV,Tuvau,PG,Tuvau Airstrip,-6.60250,145.83720
AYUX,Usarumpia,PG,Usarumpia Airstrip,-6.98580,145.81020
AYUY,,PG,Kuyol Airport,-5.37236,141.62389
AYUZ,Uvol,PG,Uvol Airport,-6.01780,150.95570
AYVA,Hepa,PG,Vailala Airstrip,-7.76770,145.48570
AYVB,Tobou,PG,Tobou Airstrip,-6.40260,147.42230
AYVK,Abrau,PG,Wokien Airstrip,-3.77296,141.97906
AYVL,Talasea,PG,Talasea Airport,-5.27260,150.00890
AYVM,Torembi,PG,Torembi Airport,-4.01650,143.13290
AYVN,Vanimo,PG,Vanimo Airport,-2.69260,141.30280
AYVO,Tonu,PG,Tonu Airport,-6.65520,155.43260
AYVP,Woposali,PG,Woposali Airstrip,-6.65770,144.29740
AYVW,Wuvulu Island,PG,Wuvulu Island Airport,-1.73611,142.83667
AYVY,Yembiyembi,PG,Yembi Yembi Airstrip,-4.46982,143.14852
AYWB,Wabo,PG,Wabo Airport,-6.98944,145.07511
AYWC,Wantoat,PG,Wantoat Airport,-6.13250,146.46778
AYWD,Wapenamanda,PG,Wapenamanda Airport,-5.63529,143.89223
AYWE,Wangeto,PG,Wangeto Airstrip,-5.74322,146.14841
AYWF,Wavoi Falls,PG,Wawoi Falls Airport,-6.95230,142.65570
AYWG,Wanigela,PG,Wanigela Airport,-9.33750,149.15556
AYWH,Wanuma,PG,Wanuma Airport,-4.89610,145.32130
AYWJ,Wapolu,PG,Wapolu Airport,-9.33760,150.50930
AYWK,Wewak,PG,Wewak International Airport,-3.58383,143.66901
AYWL,,PG,Walagu Airstrip,-6.34325,142.82540
AYWM,,PG,Wasengla Airstrip,-3.29551,141.07267
AYWN,Nugwaia,PG,Nugwaia Airstrip,-3.81830,142.83500
AYWO,Wonenara,PG,Wonenara Airport,-6.79686,145.89194
AYWQ,Wakunai,PG,Wakunai Airport,-5.86030,155.22230
AYWS,Wasu,PG,Wasu Airport,-5.96171,147.19823
AYWT,Fatima Mission,PG,Woitape Airport,-8.54583,147.25250
AYWU,Wau,PG,Wau Airport,-7.34556,146.71861
AYWV,Warasai,PG,Warasai Airstrip,-4.01200,142.51000
AYWX,,PG,Wario Airstrip,-4.40871,142.22699
AYWY,Iorogobayu,PG,Waro Airstrip,-6.53685,143.19787
AYXA,Wiawia,PG,Wiawia Airstrip,-7.16375,145.63369
AYXB,Buluwo,PG,Buluwo Airstrip,-3.67530,142.01510
AYXE,Yeva,PG,Yeva Airport,-7.54800,146.18800
AYXG,Sugu,PG,Sugu Airstrip,-6.39070,143.55650
AYXI,Sim,PG,Sim Airport,-7.75000,146.92730
AYXO,Tol,PG,Tol Airport,-4.98083,152.00999
AYXP,Wipim,PG,Wipim Airport,-8.78822,142.88200
AYXS,Sisamin,PG,Sisamin Airstrip,-5.13630,142.28400
AYXW,Weam,PG,Weam Airport,-8.61840,141.13810
AYXY,Yebil,PG,Yebil Airstrip,-3.46250,141.95590
AYYA,,PG,Yabru Airstrip,-3.96734,141.19173
AYYC,,PG,Yagiap Airstrip,-4.01767,143.21740
AYYD,Yatoam,PG,Yatoam Airstrip,-5.09490,142.38460
AYYE,Yalumet,PG,Yalumet Airport,-6.09000,147.01170
AYYG,Yemin,PG,Yemin Airstrip,-3.96700,142.29120
AYYI,Yili,PG,Yili Airstrip,-3.53220,142.16450
AYYJ,Yanungen,PG,Yanungen Airstrip,-3.45740,142.54000
AYYK,,PG,Yenkis(Yankisa) Airport,-5.10972,143.91767
AYYL,Tinboli,PG,Tinboli Airport,-4.09490,143.38380
AYYM,,PG,Munbil Airport,-4.85594,141.22017
AYYN,Yimnalem,PG,Yimnalem Airstrip,-5.14410,144.59560
AYYO,,PG,Oram Airport,-9.63292,148.04806
AYYP,,PG,Yapsiei Airport,-4.62806,141.09417
AYYQ,Yagrombok,PG,Yagrombok Airstrip,-3.58500,142.62850
AYYR,Yasuru,PG,Yasuru Airport,-6.60150,146.18130
AYYT,Mount Tauwa,PG,Mount Tauwa Airstrip,-6.72930,144.30300
AYYU,Mui,PG,Mui Airstrip,-4.79120,144.31130
AYYV,Yawa,PG,Yawa Airstrip,-4.10030,142.13510
AYYW,Yawan,PG,Yawan Airstrip,-6.13390,146.84380
AYYZ,Yambaitok,PG,Yambaitok,-4.99535,143.96143
AYZA,Zenag,PG,Zenag Airport,-6.95222,146.61625
AYZB,Sibilanga Mission,PG,Sibilanga Airstrip,-3.44580,142.50100
AYZI,Silur Mission,PG,Silur Airport,-4.52989,153.05444
AYZM,Wasum,PG,Wasum Airport,-6.04910,149.33700
AYZN,Sissano,PG,Sissano Airport,-2.99944,142.04450
AYZQ,Sopise,PG,Sopise Airstrip,-6.78870,144.15930
AYZS,Ossima,PG,Ossima Airport,-2.91556,141.29731
AYZU,Oum,PG,Oum Airstrip,-4.26840,142.12730
AYZW,Siawi,PG,Siawi Airstrip,-4.06100,141.41970
AYZY,Yilui,PG,Yilui Airstrip,-3.92920,142.20450
AYZZ,Zuebak,PG,Zuebak Airstrip,-6.30880,146.55680
BGAA,Aasiaat,GL,Aasiaat Airport,68.72180,-52.78470
BGAG,Aappilattoq,GL,Aappilattoq Heliport,72.88703,-55.59629
BGAM,Tasiilaq,GL,Tasiilaq Heliport,65.61230,-37.61834
BGAP,Alluitsup Paa,GL,Alluitsup Paa Heliport,60.46445,-45.56917
BGAQ,Aappilattoq,GL,Aappilattoq Heliport,60.14836,-44.28692
BGAR,Arsuk,GL,Arsuk Heliport,61.17683,-48.41970
BGAS,Ammassivik,GL,Ammassivik Heliport,60.59738,-45.38244
BGAT,Attu,GL,Attu Heliport,67.94066,-53.62187
BGBW,Narsarsuaq,GL,Narsarsuaq Airport,61.15958,-45.42469
BGCH,Qasigiannguit,GL,Qasigiannguit Heliport,68.82282,-51.17345
BGCO,Neerlerit Inaat,GL,Neerlerit Inaat Airport,70.74310,-22.65050
BGDB,Daneborg,GL,Daneborg Heliport,74.29788,-20.22995
BGDH,Danmarkshavn,GL,Danmarkshavn Landing Strip,76.76667,-18.66667
BGET,Eqalugaarsuit,GL,Eqalugaarsuit Heliport,60.61972,-45.91406
BGFD,Narsarmijit,GL,Narsarmijit Heliport,60.00469,-44.65693
BGGD,Kangilinnguit,GL,Kangilinnguit Heliport,61.22896,-48.09698
BGGH,Nuuk,GL,Nuuk International Airport,64.19107,-51.67914
BGGN,Qeqertarsuaq,GL,Qeqertarsuaq Heliport,69.25118,-53.51488
BGIA,Ikerasak,GL,Ikerasak Heliport,70.49814,-51.30308
BGIG,Iginniarfik,GL,Iginniarfik Heliport,68.14583,-53.16916
BGIK,Ikerassaarsuk,GL,Ikerassaarsuk Heliport,68.14088,-53.44146
BGIL,Ilimanaq,GL,Ilimanaq Heliport,69.08092,-51.11431
BGIN,Innarsuit,GL,Innarsuit Heliport,73.19989,-56.01082
BGIS,Isortoq,GL,Isortoq Heliport,65.54779,-38.97655
BGIT,Ikamiut,GL,Ikamiut Heliport,68.63425,-51.83226
BGJH,Qaqortoq,GL,Qaqortoq Heliport,60.71568,-46.02992
BGJN,Ilulissat,GL,Ilulissat Airport,69.24320,-51.05710
BGKA,Kangaatsiaq,GL,Kangaatsiaq Heliport,68.31266,-53.46021
BGKK,Kulusuk,GL,Kulusuk Airport,65.57360,-37.12360
BGKL,Upernavik Kujalleq,GL,Upernavik Kujalleq Heliport,72.15274,-55.53099
BGKM,Kuummiut,GL,Kuummiut Heliport,65.86393,-36.99792
BGKQ,Kullorsuaq,GL,Kullorsuaq Heliport,74.57805,-57.22683
BGKS,Kangersuatsiaq,GL,Kangersuatsiaq Heliport,72.38109,-55.53659
BGKT,Kitsissuarsuit,GL,Kitsissuarsuit Heliport,68.85793,-53.12329
BGLL,Illorsuit,GL,Illorsuit Heliport,71.24194,-53.56288
BGMI,Station Nord,GL,Station Nord Landing Strip,81.60129,-16.67931
BGMQ,Maniitsoq,GL,Maniitsoq Airport,65.41250,-52.93940
BGMV,Mestersvig,GL,Mestersvig Airport,72.23690,-23.93190
BGNK,Niaqornaarsuk,GL,Niaqornaarsuk Heliport,68.23638,-52.85215
BGNL,Nalunaq,GL,Nalunaq Heliport,60.35724,-44.82796
BGNN,Nanortalik,GL,Nanortalik Heliport,60.14188,-45.23298
BGNO,Station Nord,GL,Station Nord Heliport,81.69784,-17.80884
BGNQ,Nuugaatsiaq,GL,Nuugaatsiaq Heliport,71.53877,-53.20504
BGNS,Narsaq,GL,Narsaq Heliport,60.91728,-46.05992
BGNT,Niaqornat,GL,Niaqornat Heliport,70.78938,-53.66295
BGNU,Nuussuaq,GL,Nuussuaq Heliport,74.10985,-57.06504
BGPC,Ikerasassuaq,GL,Ikerasassuaq Heliport,60.05722,-43.15972
BGPT,Paamiut,GL,Paamiut Airport,62.01474,-49.67094
BGQE,Qeqertaq,GL,Qeqertaq Heliport,69.99586,-51.30092
BGQO,Qaqortoq,GL,Qaqortoq Airport,60.76383,-46.06500
BGQQ,Qaanaaq,GL,Qaanaaq Airport,77.48860,-69.38870
BGQT,Qassimiut,GL,Qassimiut Heliport,60.78096,-47.15625
BGSC,Ittoqqortoormiit,GL,Ittoqqortoormiit Heliport,70.48823,-21.97168
BGSF,Kangerlussuaq,GL,Kangerlussuaq International Airport,67.01045,-50.71529
BGSG,Sermiligaaq,GL,Sermiligaaq Heliport,65.90592,-36.37825
BGSI,Siorapaluk,GL,Siorapaluk Heliport,77.78652,-70.63866
BGSO,Saarloq,GL,Saarloq Heliport,60.53778,-46.02472
BGSQ,Saqqaq,GL,Saqqaq Heliport,70.01145,-51.93214
BGSS,Sisimiut,GL,Sisimiut Airport,66.95130,-53.72930
BGST,Saattut,GL,Saattut Heliport,70.81117,-51.63129
BGSV,Savissivik,GL,Savissivik Heliport,76.01861,-65.11768
BGTA,Tasiusaq,GL,Tasiusaq Heliport,73.37305,-56.06028
BGTL,Pituffik,GL,Pituffik Space Base,76.53063,-68.70054
BGTN,Tiniteqilaaq,GL,Tiniteqilaaq Heliport,65.89203,-37.78341
BGTQ,Tasiusak,GL,Tasiusaq Heliport,60.19430,-44.81345
BGUK,Upernavik,GL,Upernavik Airport,72.79020,-56.13060
BGUM,Uummannaq,GL,Uummannaq Heliport,70.68043,-52.11163
BGUQ,Uummannaq,GL,Qaarsut Airport,70.73420,-52.69620
BGUT,Ukkusissat,GL,Ukkusissat Heliport,71.04944,-51.89002
BIAE,Arngerðareyri,IS,Arngerðareyri Airport,65.90470,-22.36330
BIAL,Álftaver,IS,Álftaver Airport,63.53979,-18.44374
BIAR,Akureyri,IS,Akureyri International Airport,65.65657,-18.07202
BIBA,Bakki,IS,Bakki Airport,63.55610,-20.13750
BIBD,Bildudalur,IS,Bildudalur Airport,65.64130,-23.54620
BIBF,Borgarfjörður eystri,IS,Borgarfjörður eystri Airport,65.51677,-13.81578
BIBI,Baeir,IS,Baeir Airport,66.09784,-22.56971
BIBK,Bakkafjörður,IS,Bakkafjörður Airport,66.02190,-14.82440
BIBL,Blönduós,IS,Blönduós Airport,65.64500,-20.28750
BIBR,Búðardalur,IS,Búðardalur Airport,65.07458,-21.80219
BIBV,Breiðdalsvík,IS,Breiðdalsvík Airport,64.79004,-14.04393
BIDA,Dagverðará,IS,Dagverðará Airport,64.74462,-23.72652
BIDV,Djúpivogur,IS,Djúpivogur Airport,64.64237,-14.27730
BIEG,Egilsstaðir,IS,Egilsstaðir Airport,65.28330,-14.40140
BIFF,Fáskrúðsfjörður,IS,Fáskrúðsfjörður Airport,64.93146,-14.04796
BIFL,Flúðir,IS,Flúðir Airport,64.14459,-20.32707
BIFM,Fagurhólsmýri,IS,Fagurhólsmýri Airport,63.87470,-16.64110
BIFZ,Forsæti,IS,Forsæti Airport,63.84816,-20.71627
BIGF,Grundarfjörður,IS,Grundarfjörður Airport,64.99140,-23.22470
BIGH,Gunnarsholt,IS,Gunnarsholt Airport,63.85330,-20.26280
BIGJ,Gjögur,IS,Gjögur Airport,65.99530,-21.32690
BIGR,Grímsey/Sandvík,IS,Grímsey Airport,66.54580,-18.01730
BIGS,Grímsstaðir,IS,Grímsstaðir Airport,65.63339,-16.15418
BIHE,Herðubreiðarlindir,IS,Herðubreiðarlindir Airport,65.19090,-16.20490
BIHI,Hveravellir,IS,Hveravellir Airport,64.88610,-19.49250
BIHK,Hólmavík,IS,Hólmavík Airport,65.70470,-21.69640
BIHL,Hella,IS,Hella Airport,63.83580,-20.37750
BIHN,Höfn,IS,Hornafjörður Airport,64.29560,-15.22720
BIHR,Hvolsvöllur,IS,Hvolsvöllur Airport,63.75274,-20.25089
BIHS,Hrafnseyri,IS,Hrafnseyri Airport,65.75716,-23.46140
BIHT,Flateyri,IS,Holt Airport,66.01418,-23.44169
BIHU,Húsavík,IS,Húsavík Airport,65.95230,-17.42600
BIHV,Hvammstangi,IS,Krókstaðarmelar Airport,65.27024,-20.84870
BIHY,Hrísey,IS,Hrísey Airport,65.98920,-18.39412
BIHZ,Húsafell,IS,Húsafell Airport,64.69977,-20.89216
BIID,Onundarfjörður,IS,Ingjaldssanður Airport,66.05000,-23.69610
BIIS,Ísafjörður,IS,Ísafjörður Airport,66.05810,-23.13530
BIKA,Kaldármelar,IS,Kaldármelar Airport,64.77890,-22.25690
BIKE,Kerlingafjöll,IS,Kerlingafjöll Airport,64.70500,-19.41060
BIKF,Reykjavík,IS,Keflavik International Airport,63.98500,-22.60560
BIKJ,Kroksfjard-arnes,IS,Kroksfjard-Arnes Airport,65.46700,-21.95000
BIKL,Kirkjubæjarklaustur,IS,Kirkjubæjarklaustur Airport,63.79286,-18.00353
BIKP,Kópasker,IS,Kópasker Airport,66.31080,-16.46670
BIKR,Sauðárkrókur,IS,Sauðárkrókur Airport,65.73170,-19.57280
BIMK,Múlakot,IS,Múlakot Airport,63.71410,-19.88121
BIMM,Melgerðismelar,IS,Melgerðismelar Airport,65.48266,-18.17011
BIMS,Tungubakkar,IS,Tungubakkar Airport,64.18175,-21.70610
BIND,Nýjidalur,IS,Nýjidalur Airport,64.71957,-18.06703
BINF,Norðfjörður,IS,Norðfjörður Airport,65.13190,-13.74640
BIOF,Ólafsfjörður,IS,Ólafsfjörður Airport,66.08330,-18.66670
BIPA,Patreksfjörður,IS,Patreksfjörður Airport,65.55580,-23.96500
BIRE,Reykhólar,IS,Reykhólar Airport,65.45263,-22.20612
BIRF,Rif,IS,Rif Airport,64.91138,-23.81820
BIRG,Raufarhöfn,IS,Raufarhöfn Airport,66.40640,-15.91830
BIRK,Reykjavík,IS,Reykjavík Domestic Airport,64.12873,-21.93759
BIRL,Myvatn,IS,Mývatn Airport,65.65580,-16.91810
BIRS,Reykjanes,IS,Reykjanes Airport,65.91420,-22.42140
BISA,Sauðár,IS,Sauðárflugvöllur,65.13440,-19.66310
BISF,Selfoss,IS,Selfoss Airport,63.92920,-21.03780
BISG,Kalfatellsstadhur,IS,Steinasandur Airport,64.16547,-15.91334
BISH,Stora-Holt,IS,Stora-Holt Airport,65.40000,-21.93300
BISI,Siglufjörður,IS,Siglufjörður Airport,66.13785,-18.90816
BISK,Skógar,IS,Skógasandur Airport,63.51768,-19.49250
BISL,Öræfi,IS,Skaftafell Airport,63.99948,-16.94116
BISN,Svínafell,IS,Svínafell Airport,64.38472,-15.37194
BISP,Sprengisandur,IS,Sprengisandur Airport,64.65420,-18.49690
BISR,Stórikroppur,IS,Stórikroppur Airport,64.63263,-21.49086
BISS,Sandskeið,IS,Sandskeið Airport,64.06080,-21.57470
BIST,Stykkishólmur,IS,Stykkishólmur Airport,65.05885,-22.76462
BISV,Skálavatn,IS,Skálavatn Airport,64.11530,-18.78515
BITE,Þingeyri,IS,Þingeyri Airport,65.87030,-23.56000
BITM,Þórsmörk,IS,Þórsmörk Airport,63.69000,-19.56310
BITN,Þórshöfn,IS,Þórshöfn Airport,66.21846,-15.33474
BITO,Thorisos,IS,Thorisos Airport,64.35437,-18.83651
BIVA,Vatnsnes,IS,Vatnsnes Airport,64.03310,-20.65110
BIVH,Varmahlid,IS,Varmahlid Airport,65.55695,-19.42806
BIVI,Vík,IS,Vík Airport,63.42170,-18.88830
BIVM,Vestmannaeyjar,IS,Vestmannaeyjar Airport,63.42430,-20.27890
BIVO,Vopnafjörður,IS,Vopnafjörður Airport,65.72060,-14.85060
BKPR,Prishtina,XK,Priština Adem Jashari International Airport,42.57280,21.03580
BKVR,Përlepnice,XK,Vali Ranch Heliport,42.51373,21.53451
BUTL,Ward,US,Smith Field,34.96970,-91.83117
CBBC,Bella Bella,CA,Bella Bella (Campbell Island) Airport,52.18500,-128.15699
CHQE,Halifax,CA,Queen Elizabeth II Health Science Centre Helipad,44.64596,-63.58662
CMBH,Mount Belcher,CA,Mount Belcher Heliport,48.83280,-123.50500
CRHA,Streatham,CA,Streatham Reef Hueston Airfield,53.82257,-126.17296
CRML,Stoney Point,CA,Stoney Point (Le Cunff) Airport,42.29560,-82.53500
CWCV,San Rafael Island,CA,Nootka Lightstation Helipad,49.59225,-126.61638
CWFM,Chatham Point,CA,Chatham Point Light Station Helipad,50.33310,-125.44526
CWIF,Kains Island,CA,Quatsino Light Station Helipad,50.44169,-128.03147
CWJC,Ennadai,CA,Ennadai Lake Airport,61.13333,-100.90000
CWOB,Brevoort Island,CA,Brevoort Island Airstrip,63.32545,-64.15443
CWZM,Sarah Island,CA,Boat Bluff Lighthouse Helipad,52.64373,-128.52459
CYAB,Arctic Bay,CA,Arctic Bay Airport,73.00610,-85.04616
CYAC,Cat Lake,CA,Cat Lake Airport,51.72720,-91.82440
CYAD,La Grande-3,CA,La Grande-3 Airport,53.57170,-76.19640
CYAG,Fort Frances,CA,Fort Frances Municipal Airport,48.65575,-93.44349
CYAH,La Grande-4,CA,La Grande-4 Airport,53.75470,-73.67530
CYAL,Alert Bay,CA,Alert Bay Airport,50.58220,-126.91600
CYAM,Sault Ste Marie,CA,Sault Ste Marie Airport,46.48322,-84.50847
CYAQ,Kasabonika,CA,Kasabonika Airport,53.52470,-88.64280
CYAS,Kangirsuk,CA,Kangirsuk Airport,60.02720,-69.99920
CYAT,Attawapiskat,CA,Attawapiskat Airport,52.92750,-82.43190
CYAU,Greenfield,CA,Liverpool South Shore Regional Airport,44.23030,-64.85610
CYAV,Winnipeg/Saint Andrews,CA,Winnipeg / St. Andrews Airport,50.05640,-97.03250
CYAW,Halifax,CA,CFB Shearwater Heliport,44.63678,-63.50211
CYAX,Lac du Bonnet,CA,Lac du Bonnet Airport,50.29440,-96.01000
CYAY,St. Anthony,CA,St. Anthony Airport,51.39191,-56.08321
CYAZ,Tofino,CA,Tofino / Long Beach Airport,49.07983,-125.77558
CYBA,Banff,CA,Banff Airport,51.20822,-115.54062
CYBB,Kugaaruk,CA,Kugaaruk Airport,68.53571,-89.80551
CYBC,Baie-Comeau,CA,Baie-Comeau Airport,49.13250,-68.20440
CYBD,Bella Coola,CA,Bella Coola Airport,52.38750,-126.59600
CYBE,Uranium City,CA,Uranium City Airport,59.56140,-108.48100
CYBF,Bonnyville,CA,Bonnyville Airport,54.30420,-110.74400
CYBG,Saguenay,CA,Saguenay-Bagotville Airport,48.33012,-70.99201
CYBK,Baker Lake,CA,Baker Lake Airport,64.29890,-96.07780
CYBL,Campbell River,CA,Campbell River Airport,49.95080,-125.27100
CYBN,Borden,CA,CFB Borden Heliport,44.27170,-79.91250
CYBP,Brooks,CA,Brooks Regional Airport,50.63360,-111.92600
CYBQ,Tadoule Lake,CA,Tadoule Lake Airport,58.70631,-98.51106
CYBR,Brandon,CA,Brandon Municipal Airport,49.91000,-99.95190
CYBT,Brochet,CA,Brochet Airport,57.88940,-101.67900
CYBU,Nipawin,CA,Nipawin Airport,53.33250,-104.00800
CYBV,Berens River,CA,Berens River Airport,52.35890,-97.01830
CYBW,Calgary,CA,Calgary / Springbank Airport,51.10398,-114.36938
CYBX,Blanc-Sablon,CA,Lourdes-de-Blanc-Sablon Airport,51.44360,-57.18530
CYCA,Cartwright,CA,Cartwright Airport,53.68250,-57.04230
CYCB,Cambridge Bay,CA,Cambridge Bay Airport,69.10810,-105.13800
CYCC,Cornwall,CA,Cornwall Regional Airport,45.09264,-74.56772
CYCD,Nanaimo,CA,Nanaimo Airport,49.05497,-123.86986
CYCE,Huron Park,CA,Centralia / James T. Field Memorial Aerodrome,43.28560,-81.50830
CYCG,Castlegar,CA,Castlegar/West Kootenay Regional Airport,49.29640,-117.63200
CYCH,Miramichi,CA,Miramichi Airport,47.00780,-65.44920
CYCK,Chatham-Kent,CA,Chatham Kent Airport,42.30640,-82.08190
CYCL,Charlo,CA,Charlo Airport,47.99080,-66.33030
CYCN,Cochrane,CA,Cochrane Airport,49.10560,-81.01360
CYCO,Kugluktuk,CA,Kugluktuk Airport,67.81641,-115.14307
CYCP,Blue River,CA,Blue River Airport,52.11670,-119.28300
CYCQ,Chetwynd,CA,Chetwynd Airport,55.68720,-121.62700
CYCR,Cross Lake,CA,Cross Lake (Charlie Sinclair Memorial) Airport,54.60976,-97.76244
CYCS,Chesterfield Inlet,CA,Chesterfield Inlet Airport,63.34690,-90.73110
CYCT,Coronation,CA,Coronation Airport,52.07500,-111.44500
CYCW,Chilliwack,CA,Chilliwack Airport,49.15316,-121.93931
CYCX,Oromocto,CA,CFB Gagetown Heliport,45.83777,-66.43673
CYCY,Clyde River,CA,Clyde River Airport,70.48610,-68.51670
CYCZ,Fairmont Hot Springs,CA,Fairmont Hot Springs Airport,50.33105,-115.87374
CYDA,Dawson City,CA,Dawson City Airport,64.04310,-139.12801
CYDB,Burwash Landing,CA,Burwash Airport,61.37110,-139.04100
CYDC,Town of Princeton,CA,Princeton Airport,49.46810,-120.51100
CYDF,Deer Lake,CA,Deer Lake Airport,49.20816,-57.39615
CYDH,Ottawa,CA,Ottawa / Dwyer Hill Heliport,45.13060,-75.94830
CYDL,Dease Lake,CA,Dease Lake Airport,58.42220,-130.03200
CYDM,Ross River,CA,Ross River Airport,61.97060,-132.42300
CYDN,Dauphin,CA,Dauphin Barker Airport,51.10080,-100.05200
CYDO,Dolbeau-Saint-Felicien,CA,Dolbeau-Saint-Felicien Airport,48.77850,-72.37500
CYDP,Nain,CA,Nain Airport,56.55078,-61.68222
CYDQ,Dawson Creek,CA,Dawson Creek Airport,55.74124,-120.18326
CYEA,Empress,CA,Empress Airport,50.93330,-110.01300
CYED,Edmonton,CA,Edmonton (CFB Namao) Heliport,53.66793,-113.47255
CYEE,Midland,CA,Huronia Airport,44.68330,-79.92830
CYEG,Edmonton,CA,Edmonton International Airport,53.30970,-113.58000
CYEK,Arviat,CA,Arviat Airport,61.09420,-94.07080
CYEL,Elliot Lake,CA,Elliot Lake Municipal Airport,46.35140,-82.56140
CYEM,Sheguiandah,CA,Manitoulin East Municipal Airport,45.84244,-81.85760
CYEN,Estevan,CA,Estevan Airport,49.21030,-102.96600
CYER,Fort Severn,CA,Fort Severn Airport,56.01890,-87.67610
CYES,Edmundston,CA,Edmundston Airport,47.48721,-68.47773
CYET,Edson,CA,Edson Airport,53.57890,-116.46500
CYEU,Eureka,CA,Eureka Airport,79.99470,-85.81420
CYEV,Inuvik,CA,Inuvik Mike Zubko Airport,68.30420,-133.48300
CYEY,Amos,CA,Amos/Magny Airport,48.56390,-78.24970
CYFA,Fort Albany,CA,Fort Albany Airport,52.20345,-81.69519
CYFB,Iqaluit,CA,Iqaluit Airport,63.75640,-68.55580
CYFC,Fredericton,CA,Fredericton International Airport,45.86870,-66.52989
CYFD,Brantford,CA,Brantford Municipal Airport,43.13140,-80.34250
CYFE,Forestville,CA,Forestville Airport,48.74610,-69.09720
CYFH,Fort Hope,CA,Fort Hope Airport,51.56190,-87.90780
CYFJ,La Macaza,CA,Mont-Tremblant International Airport,46.40940,-74.78000
CYFO,Flin Flon,CA,Flin Flon Airport,54.67810,-101.68200
CYFR,Fort Resolution,CA,Fort Resolution Airport,61.18080,-113.69000
CYFS,Fort Simpson,CA,Fort Simpson Airport,61.76020,-121.23700
CYFT,Makkovik,CA,Makkovik Airport,55.07733,-59.18794
CYGB,Texada,CA,Texada Gillies Bay Airport,49.69434,-124.51810
CYGD,Goderich,CA,Goderich Airport,43.76690,-81.71060
CYGE,Golden,CA,Golden Airport,51.29920,-116.98200
CYGH,Fort Good Hope,CA,Fort Good Hope Airport,66.24066,-128.64776
CYGK,Kingston,CA,Kingston Norman Rogers Airport,44.22530,-76.59690
CYGL,La Grande Rivière,CA,La Grande Rivière Airport,53.62530,-77.70420
CYGM,Gimli,CA,Gimli Industrial Park Airport,50.62810,-97.04330
CYGO,Gods Lake Narrows,CA,Gods Lake Narrows Airport,54.55768,-94.49006
CYGP,Gaspé,CA,Michel-Pouliot Gaspé Airport,48.77492,-64.48189
CYGQ,Geraldton,CA,Geraldton Greenstone Regional Airport,49.77830,-86.93940
CYGR,Les Îles-de-la-Madeleine,CA,Îles-de-la-Madeleine Airport,47.42524,-61.77861
CYGT,Igloolik,CA,Igloolik Airport,69.36470,-81.81610
CYGV,Havre-Saint-Pierre,CA,Havre-Saint-Pierre Airport,50.28190,-63.61140
CYGW,Kuujjuarapik,CA,Kuujjuarapik Airport,55.28190,-77.76530
CYGX,Gillam,CA,Gillam Airport,56.35712,-94.71150
CYGZ,Grise Fiord,CA,Grise Fiord Airport,76.42582,-82.90858
CYHA,Quaqtaq,CA,Quaqtaq Airport,61.04640,-69.61780
CYHB,Hudson Bay,CA,Hudson Bay Airport,52.81670,-102.31100
CYHC,Vancouver,CA,Vancouver Harbour Water Aerodrome,49.29074,-123.11854
CYHD,Dryden,CA,Dryden Regional Airport,49.83170,-92.74420
CYHE,Hope,CA,Hope Airport / FVRD Regional Airpark,49.36886,-121.49495
CYHF,Hearst,CA,Hearst René Fontaine Municipal Airport,49.71420,-83.68610
CYHH,Nemiscau,CA,Nemiscau Airport,51.69110,-76.13560
CYHI,Ulukhaktok,CA,Ulukhaktok Holman Airport,70.76280,-117.80600
CYHK,Gjoa Haven,CA,Gjoa Haven Airport,68.63560,-95.84970
CYHM,Hamilton,CA,John C. Munro Hamilton International Airport,43.17348,-79.93118
CYHN,Hornepayne,CA,Hornepayne Municipal Airport,49.19310,-84.75890
CYHO,Hopedale,CA,Hopedale Airport,55.44876,-60.22812
CYHP,Poplar Hill,CA,Poplar Hill Airport,52.11330,-94.25560
CYHR,Chevery,CA,Chevery Airport,50.46832,-59.63782
CYHS,Hanover,CA,Hanover / Saugeen Municipal Airport,44.15830,-81.06280
CYHT,Haines Junction,CA,Haines Junction Airport,60.78920,-137.54601
CYHU,Montréal,CA,Montréal / Saint-Hubert Metropolitan Airport,45.51750,-73.41690
CYHY,Hay River,CA,Hay River / Merlyn Carter Airport,60.83970,-115.78300
CYHZ,Halifax,CA,Halifax / Stanfield International Airport,44.88080,-63.50860
CYIB,Atikokan,CA,Atikokan Municipal Airport,48.77390,-91.63860
CYID,Digby,CA,Digby / Annapolis Regional Airport,44.54585,-65.78542
CYIF,St-Augustin,CA,St Augustin Airport,51.21170,-58.65830
CYIK,Ivujivik,CA,Ivujivik Airport,62.41730,-77.92530
CYIO,Pond Inlet,CA,Pond Inlet Airport,72.68949,-77.96894
CYIV,Island Lake,CA,Island Lake Airport,53.85720,-94.65360
CYJA,Jasper,CA,Jasper Airport,52.99642,-118.06023
CYJF,Fort Liard,CA,Fort Liard Airport,60.23580,-123.46900
CYJM,Fort St. James,CA,Fort St James Airport,54.39720,-124.26300
CYJN,St Jean,CA,St Jean Airport,45.29440,-73.28110
CYJP,Fort Providence,CA,Fort Providence Airport,61.31940,-117.60600
CYJQ,Denny Island,CA,Denny Island Airport,52.13647,-128.05618
CYJT,Stephenville,CA,Stephenville Dymond International Airport,48.54339,-58.55289
